Poptarisznya Oldies	http://adas.poptarisznya.hu:8200/oldies.mp3	0	
Radio Comedy	https://a7.asurahosting.com:8430/radio.mp3	0	
Radio Paradise (VOR)	http://stream-dc1.radioparadise.com/rp_192m.ogg	0	
Radio Paradise: Rock Mix (flac)	http://stream.radioparadise.com/rock-flacm	0	
REGGAE CHILL CAFE	https://maggie.torontocast.com:2020/stream/reggaechillcafe	0	
Reggae141.com	http://das-edge27-sa23-lax02.cdnstream.com:80/1301_128	0	
Soma FM Reggae	https://ice2.somafm.com/reggae-128-mp3	0	
Roxy Rádió	https://s2.audiostream.hu/roxy_192k	0	
SuperDj Rádió	https://s03.diazol.hu:35152/stream	0	
Zebradio	https://stream.zebradio.hu:8443/zebradio	0	
Radio BOB! (AC DC)	https://streams.radiobob.de/bob-acdc/aac-64/onlineradiobox/	0	
Queen	https://stream.pcradio.ru/Queen-hi	0	
Dire Straits	https://stream.pcradio.ru/dire_straits-hi	0	
The Beatles	https://stream.pcradio.ru/The_Beatles-hi	0	
Depeche Mode	http://nl4.mystreaming.net/er/depechemode/icecast.audio	0	
Kossuth Rádió	https://icast.connectmedia.hu/4736/mr1.mp3	0	
Petőfi Rádió	https://mr-stream.connectmedia.hu/4738/mr2.mp3	0	
Dankó Rádió	https://icast.connectmedia.hu/4748/mr7.mp3	0	
